Root,No of derevatives found,derevatives found,Root Length,Has Vowel,Full Text
ليس,11, فَلَيْسَ لَسْتَ لَسْتُ لَسْتُم لَسْتُنَّ لَيْسَ لَيْسَتِ لَيْسُوا وَلَسْتُم وَلَيْسَ وَلَيْسَتِ,3,vowel,(25/7) أَلَسْتُ (1) أَلَيْسَ (13) فَلَيْسَ (7) لَسْتَ (4) لَسْتُ (1) [لَسْتُ]م (2) [لَسْتُ]نَّ (1) لَيْسَ (49) [لَيْسَ]تِ (2) [لَيْسُوا] (2) وَ[لَسْتُ]م (1) وَلَيْسَ (5) وَ[لَيْسَ]تِ (1)
ليل,17, الَّيْلَ الَّيْلُ الَّيْلِ بِالَّيْلِ بِلَيْلٍ لَيَالٍ لَيَالِيَ لَيْلاً لَيْلَةً لَيْلَةٍ لَيْلَةَ لَيْلَةُ لَيْلَةِ لَيْلَهَا وَالَّيْلِ وَبِالَّيْلِ وَلَيَالٍ,3,vowel,الَّيْلَ (25) الَّيْلُ (4) الَّيْلِ (30) بِالَّيْلِ (6) بِلَيْلٍ (1) لَيَالٍ (2) لَيَالِيَ (1) لَيْلاً (5) لَيْلَةً (3) لَيْلَةٍ (1) لَيْلَةَ (1) لَيْلَةُ (2) لَيْلَةِ (1) [لَيْلَهَا] (1) وَالَّيْلِ (7) وَبِالَّيْلِ (1) وَلَيَالٍ (1)
لين,4, تَلِينُ لَيِّنًا لِنتَ لِينَةٍ,3,vowel,تَلِينُ (1) [لَيِّنًا] (1) لِنتَ (1) لِينَةٍ (1) وَأَلَنَّا (1) (25/8) معجم كلمات القرآن الكريم حسب الجذور م ---
مءد,1, مَائِدَةً,3,vowel,مَائِدَةً (2)
مءه,0,,3,vowel,مِائَةٌ (2) مِائَةٍ (1) مِائَةَ (3) مِائَةُ (1) مِائَةِ (1) مِائَتَيْنِ (2)
مأجوج,2, وَمَأْجُوجَ وَمَأْجُوجُ,5,vowel,وَمَأْجُوجَ (1) وَمَأْجُوجُ (1)
ما,9, بِمَا فَبِمَ فَبِمَا فَمَا مَا مِمَّا وَبِمَا وَمَا وَمِمَّا,2,vowel,أَ[فَ[مَا]] (1) [بِ[مَا]] (296) فَبِمَ (1) فَ[بِ[مَا]] (6) [فَ[مَا]] (86) فَمَالِ (2) [مَا] (1013) مَهْ[مَا] (1) [مِمَّا] (111) وَ[بِ[مَا]] (6) وَ[مَا] (646) وَ[مِمَّا] (11)
ماذا,3, فَمَاذَا مَاذَا وَمَاذَا,4,vowel,[فَ[مَاذَا]] (3) [مَاذَا] (22) وَ[مَاذَا] (1)
ماروت,1, وَمَارُوتَ,5,vowel,وَمَارُوتَ (1)
متع,38, اسْتَمْتَعَ اسْتَمْتَعْتُم تَمَتَّع تَمَتَّعَ تَمَتَّعُوا تُمَتَّعُونَ سَنُمَتِّعُهُم فَاسْتَمْتَعُوا فَاسْتَمْتَعْتُم فَتَمَتَّعُوا فَمَتَاعُ فَمَتَّعْنَاهُم فَمَتِّعُوهُنَّ مَتَاعًا مَتَاعٌ مَتَاعٍ مَتَاعَ مَتَاعَنَا مَتَاعَهُم مَتَاعُ مَتَاعِنَا مَتَّعْتَهُم مَتَّعْتُ مَتَّعْنَا مَتَّعْنَاهُ مَتَّعْنَاهُم نُمَتِّعُهُم وَاسْتَمْتَعْتُم وَتَمَتَّعُوا وَلِيَتَمَتَّعُوا وَمَتَاعًا وَمَتَاعٌ وَمَتَّعْنَاهُم وَمَتِّعُوهُنَّ وَيَتَمَتَّعُوا يَتَمَتَّعُونَ يُمَتَّعُونَ يُمَتِّعْكُم,3,no vowel,أُمَتِّعْكُنَّ (1) اسْتَمْتَعَ (2) [اسْتَمْتَعْتُم] (1) [تَمَتَّع] (1) [تَمَتَّع]َ (1) [تَمَتَّع]ُوا (3) تُمَتَّعُونَ (1) [سَ[نُمَتِّعُهُم]] (1) فَأُمَتِّعُهُ (1) [فَاسْتَمْتَعُوا] (1) فَ[اسْتَمْتَعْتُم] (1) فَ[تَمَتَّع]ُوا (2) فَمَتَاعُ (2) [فَ[مَتَّعْنَاهُ]م] (1) فَمَتِّعُوهُنَّ (1) [مَتَاعًا] (7) مَتَاعٌ (7) مَتَاعٍ (1) مَتَاعَ (2) [مَتَاعَ]نَا (1) [مَتَاعَ]هُم (1) مَتَاعُ (6) [مَتَاعِنَا] (1) [مَتَّعْتَهُم] (1) مَتَّعْتُ (1) [مَتَّعْنَا] (3) مَتَّعْنَاهُ (1) [مَتَّعْنَاهُ]م (1) [نُمَتِّعُهُم] (1) وَأَمْتِعَتِكُم (1) وَ[اسْتَمْتَعْتُم] (1) وَ[تَمَتَّع]ُوا (1) وَلِيَ[تَمَتَّع]ُوا (1) وَ[مَتَاعًا] (3) وَمَتَاعٌ (3) وَ[مَتَّعْنَاهُ]م (1) وَمَتِّعُوهُنَّ (1) وَيَ[تَمَتَّع]ُوا (1) يَ[تَمَتَّع]ُونَ (1) يُمَتَّعُونَ (1) [يُمَتِّعْكُم] (1) (26/1)
متن,2, الْمَتِينُ مَتِينٌ,3,no vowel,الْمَتِينُ (1) مَتِينٌ (2)
متى,1, مَتَى,3,vowel,[مَتَى] (9)
مثل,44, التَّمَاثِيلُ الْمَثَلُ الْمَثُلاَتُ الْمُثْلَى بِمَثَلٍ بِمِثْلِ بِمِثْلِهَا بِمِثْلِهِ فَتَمَثَّلَ فَمَثَلُهُ كَمَثَلِ كَمِثْلِهِ لِمِثْلِ لِمِثْلِهِ مَثَلاً مَثَلٌ مَثَلٍ مَثَلَ مَثَلُ مَثَلُهُ مَثَلُهُم مِثْلَ مِثْلَكُم مِثْلَنَا مِثْلَهَا مِثْلَهُم مِثْلَهُنَّ مِثْلَيْهَا مِثْلَيْهِم مِثْلُ مِثْلُكُم مِثْلُنَا مِثْلُهَا مِثْلُهُ مِثْلُهُم مِثْلِنَا مِثْلِهَا مِثْلِهِ وَتَمَاثِيلَ وَمَثَلاً وَمَثَلُ وَمَثَلُهُم وَمِثْلَهُ وَمِثْلَهُم,3,no vowel,أَمْثَالَكُم (2) أَمْثَالَهُم (2) أَمْثَالُكُم (2) أَمْثَالُهَا (1) أَمْثَالِهَا (1) أَمْثَلُهُم (1) الأَمْثَالَ (8) الأَمْثَالُ (2) التَّمَاثِيلُ (1) الْمَثَلُ (2) الْمَثُلاَتُ (1) [الْمُثْلَى] (1) بِمَثَلٍ (1) بِمِثْلِ (5) [بِمِثْلِ]هَا (1) [بِمِثْلِ]هِ (2) فَتَمَثَّلَ (1) فَ[مَثَلُ]هُ (2) كَأَمْثَالِ (1) كَمَثَلِ (13) كَمِثْلِهِ (1) لِمِثْلِ (1) [لِمِثْلِ]هِ (1) مَثَلاً (20) مَثَلٌ (1) مَثَلٍ (4) مَثَلَ (2) مَثَلُ (15) [مَثَلُ]هُ (1) [مَثَلُ]هُم (2) مِثْلَ (17) [مِثْلَ]كُم (1) [مِثْلَ]نَا (1) [مِثْلَ]هَا (2) [مِثْلَ]هُم (2) [مِثْلَ]هُنَّ (1) [مِثْلَ]يْهَا (1) [مِثْلَ]يْهِم (1) مِثْلُ (8) [مِثْلُ]كُم (6) [مِثْلُ]نَا (4) [مِثْلُ]هَا (2) [مِثْلُ]هُ (3) [مِثْلُ]هُم (1) [مِثْلِنَا] (1) [مِثْلِهَا] (1) مِثْلِهِ (7) وَتَمَاثِيلَ (1) وَمَثَلاً (2) وَمَثَلُ (3) وَ[مَثَلُ]هُم (1) وَ[مِثْلَ]هُ (3) وَ[مِثْلَ]هُم (2)
مجد,3, الْمَجِيدُ الْمَجِيدِ مَجِيدٌ,3,no vowel,الْمَجِيدُ (1) الْمَجِيدِ (1) مَجِيدٌ (2)
مجس,1, وَالْمَجُوسَ,3,no vowel,وَالْمَجُوسَ (1)
محص,1, وَلِيُمَحِّصَ,3,no vowel,وَلِيُمَحِّصَ (2)
محق,2, وَيَمْحَقَ يَمْحَقُ,3,no vowel,وَيَمْحَقَ (1) يَمْحَقُ (1)
محل,1, الْمِحَالِ,3,no vowel,الْمِحَالِ (1)
محن,2, امْتَحَنَ فَامْتَحِنُوهُنَّ,3,no vowel,امْتَحَنَ (1) فَامْتَحِنُوهُنَّ (1)
محو,3, فَمَحَوْنَا وَيَمْحُ يَمْحُوا,3,vowel,(26/2) [فَمَحَوْنَا] (1) وَيَمْحُ (1) [يَمْحُوا] (1)
مخر,1, مَوَاخِرَ,3,no vowel,مَوَاخِرَ (2)
مخض,1, الْمَخَاضُ,3,no vowel,الْمَخَاضُ (1)
مدد,22, تَمُدَّنَ فَلْيَمْدُد مَدَدًا مَدَدْنَاهَا مَدًّا مَدَّ مَمْدُودًا مَمْدُودٍ مُدَّت مُدَّتِهِم مُمَدَّدَةٍ مُمِدُّكُم مِدَادًا نُمِدُّ نُمِدُّهُم وَنَمُدُّ وَيَمُدُّهُم وَيُمْدِدْكُم يَمُدُّهُ يَمُدُّونَهُم يُمِدَّكُم يُمْدِدْكُم,3,no vowel,أَتُمِدُّونَنِ (1) أَ[مَدَّ]كُم (2) تَمُدَّنَ (2) [فَلْيَمْدُد] (2) [مَدَدًا] (1) [مَدَدْنَاهَا] (2) [مَدًّا] (2) مَدَّ (2) [مَمْدُودًا] (1) مَمْدُودٍ (1) [مُدَّت] (1) [مُدَّت]ِهِم (1) مُ[مَدَّ]دَةٍ (1) [مُمِدُّكُم] (1) [مِدَادًا] (1) نُمِدُّ (1) [نُمِدُّ]هُم (1) وَأَمْدَدْنَاكُم (1) وَأَمْدَدْنَاهُم (1) وَنَمُدُّ (1) [وَ[يَمُدُّهُ]م] (1) [وَ[يُمْدِدْكُم]] (1) يَمُدُّهُ (1) [يَمُدُّونَهُم] (1) [يُمِدَّكُم] (1) [يُمْدِدْكُم] (1)
مدين,2, لِمَدْيَنَ مَدْيَنَ,4,vowel,لِمَدْيَنَ (1) مَدْيَنَ (9)
مرء,21, الْمَرْءُ الْمَرْءِ امْرَأَ امْرَأَةً امْرَأَةٌ امْرَأَتَ امْرَأَتَكَ امْرَأَتَهُ امْرَأَتَيْنِ امْرَأَتُ امْرَأَتُهُ امْرَأَتِي امْرُؤٌا امْرِئٍ لامْرَأَتِهِ مَرِيئًا وَامْرَأَةً وَامْرَأَتَ وَامْرَأَتَانِ وَامْرَأَتُهُ وَامْرَأَتِي,3,vowel,الْمَرْءُ (2) الْمَرْءِ (2) امْرَأَ (1) [امْرَأَ]ةً (1) [امْرَأَ]ةٌ (2) [امْرَأَ]تَ (2) [امْرَأَ]تَكَ (2) [امْرَأَ]تَهُ (4) [امْرَأَ]تَيْنِ (1) [امْرَأَ]تُ (4) [امْرَأَ]تُهُ (1) [امْرَأَ]تِي (2) [امْرُؤٌا] (1) امْرِئٍ (5) لامْرَأَتِهِ (1) [مَرِيئًا] (1) وَ[امْرَأَ]ةً (1) وَ[امْرَأَ]تَ (1) وَ[امْرَأَ]تَانِ (1) وَ[امْرَأَ]تُهُ (2) وَ[امْرَأَ]تِي (1)
مرج,4, مَارِجٍ مَرَجَ مَرِيجٍ وَالْمَرْجَانُ,3,no vowel,مَارِجٍ (1) مَرَجَ (2) مَرِيجٍ (1) وَالْمَرْجَانُ (2)
مرح,2, تَمْرَحُونَ مَرَحًا,3,no vowel,تَمْرَحُونَ (1) [مَرَحًا] (2)
مرد,6, مَارِدٍ مَرَدُوا مَرَدًّا مَرِيدًا مَرِيدٍ مُمَرَّدٌ,3,no vowel,مَارِدٍ (1) [مَرَدُوا] (1) [مَرَدًّا] (1) [مَرِيدًا] (1) مَرِيدٍ (1) مُمَرَّدٌ (1)
مرر,12, تَمُرُّ فَمَرَّت لَتَمُرُّونَ مَرَّ مَرَّاتٍ مَرَّةً مَرَّةٍ مَرَّتَانِ مَرَّتَيْنِ مَرُّوا مِرَّةٍ يَمُرُّونَ,3,no vowel,(26/3) تَمُرُّ (1) [فَ[مَرَّ]ت] (1) لَ[تَمُرُّ]ونَ (1) مَرَّ (4) [مَرَّ]اتٍ (1) [مَرَّ]ةً (3) [مَرَّ]ةٍ (10) [مَرَّ]تَانِ (1) [مَرَّ]تَيْنِ (5) [مَرُّوا] (3) مُسْتَمِرٌّ (1) مُسْتَمِرٍّ (1) مِرَّةٍ (1) وَأَمَرُّ (1) يَمُرُّونَ (1)
مرض,7, الْمَرِيضِ الْمَرْضَى مَرَضًا مَرَضٌ مَرِضْتُ مَرِيضًا مَرْضَى,3,no vowel,الْمَرِيضِ (2) [الْ[مَرْضَى]] (1) [مَرَضًا] (1) مَرَضٌ (12) مَرِضْتُ (1) [مَرِيضًا] (3) [مَرْضَى] (4)
مرو,1, وَالْمَرْوَةَ,3,vowel,وَالْمَرْوَةَ (1)
مري,9, الْمُمْتَرِينَ تَتَمَارَى تَمْتَرُنَّ تَمْتَرُونَ تُمَارِ فَتَمَارَوْا مِرْيَةٍ يَمْتَرُونَ يُمَارُونَ,3,vowel,أَفَتُمَارُونَهُ (1) الْمُمْتَرِينَ (4) [تَتَمَارَى] (1) تَمْتَرُنَّ (1) تَمْتَرُونَ (2) تُمَارِ (1) [فَتَمَارَوْا] (1) مِرَاءً (1) مِرْيَةٍ (5) يَمْتَرُونَ (2) يُمَارُونَ (1)
مريم,3, مَرْيَمَ وَمَرْيَمَ يَامَرْيَمُ,4,vowel,مَرْيَمَ (28) وَمَرْيَمَ (1) يَامَرْيَمُ (5)
مزج,2, مِزَاجُهَا وَمِزَاجُهُ,3,no vowel,[مِزَاجُهَا] (2) وَمِزَاجُهُ (1)
مزق,3, مُزِّقْتُم مُمَزَّقٍ وَمَزَّقْنَاهُم,3,no vowel,[مُزِّقْتُم] (1) مُمَزَّقٍ (2) [وَمَزَّقْنَاهُم] (1)
مزن,1, الْمُزْنِ,3,no vowel,الْمُزْنِ (1)
مسح,6, الْمَسِيحَ الْمَسِيحُ فَامْسَحُوا مَسْحًا وَالْمَسِيحَ وَامْسَحُوا,3,no vowel,الْمَسِيحَ (2) الْمَسِيحُ (8) [فَامْسَحُوا] (2) [مَسْحًا] (1) وَالْمَسِيحَ (1) [وَامْسَحُوا] (1)
مسخ,1, لَمَسَخْنَاهُم,3,no vowel,[لَمَسَخْنَاهُم] (1)
مسد,1, مَسَدٍ,3,no vowel,مَسَدٍ (1)
مسس,30, الْمَسِّ تَمَسَّنَا تَمَسُّوهَا تَمَسُّوهُنَّ تَمْسَسْكُم تَمْسَسْهُ فَتَمَسَّكُمُ لَمَسَّكُم لَيَمَسَّنَّ مَسَّ مَسَّتْهُ مَسَّتْهُم مَسَّتْهُمُ مَسَّكُمُ مَسَّنَا مَسَّنِيَ مَسَّهُ مَسَّهُم مِسَاسَ وَلَيَمَسَّنَّكُم يَتَمَاسَّا يَمَسَّكَ يَمَسُّنَا يَمَسُّهُ يَمَسُّهُم يَمَسُّهُمُ يَمْسَسْكَ يَمْسَسْكُم يَمْسَسْنِي يَمْسَسْهُم,3,no vowel,(26/4) الْمَسِّ (1) [تَ[مَسَّ]نَا] (2) [تَمَسُّوهَا] (3) تَمَسُّوهُنَّ (3) [تَمْسَسْكُم] (1) تَمْسَسْهُ (1) فَتَ[مَسَّ]كُمُ (1) [لَ[مَسَّ]كُم] (2) لَيَ[مَسَّ]نَّ (1) مَسَّ (7) [مَسَّ]تْهُ (2) [مَسَّ]تْهُم (2) [مَسَّ]تْهُمُ (1) [مَسَّ]كُمُ (2) [مَسَّ]نَا (2) [مَسَّ]نِيَ (4) [مَسَّ]هُ (6) [مَسَّ]هُم (1) مِسَاسَ (1) وَ[لَيَ[مَسَّ]نَّ]كُم (1) [يَتَمَاسَّا] (2) يَ[مَسَّ]كَ (1) [يَمَسُّنَا] (2) يَمَسُّهُ (1) [يَمَسُّهُ]م (2) [يَمَسُّهُ]مُ (2) يَمْسَسْكَ (3) [يَمْسَسْكُم] (1) [يَمْسَسْنِي] (2) [يَمْسَسْهُم] (1)
مسك,13, اسْتَمْسَكَ تُمْسِكُوا تُمْسِكُوهُنَّ فَاسْتَمْسِك فَيُمْسِكُ مُمْسِكَ مُمْسِكَاتُ مِسْكٌ وَيُمْسِكُ يُمَسِّكُونَ يُمْسِك يُمْسِكُ يُمْسِكُهُنَّ,3,no vowel,أَمْسَكَ (1) أَمْسَكَهُمَا (1) أَمْسَكْنَ (1) أَمْسِك (2) أَ[يُمْسِك]ُهُ (1) اسْتَمْسَكَ (2) [تُمْسِكُوا] (1) تُمْسِكُوهُنَّ (1) فَأَمْسِكُوهُنَّ (3) فَإِمْسَاكٌ (1) [فَاسْتَمْسِك] (1) فَ[يُمْسِك]ُ (1) لأَمْسَكْتُم (1) مُسْتَمْسِكُونَ (1) مُمْسِكَ (1) [مُمْسِكَ]اتُ (1) مِسْكٌ (1) وَ[يُمْسِك]ُ (1) يُمَسِّكُونَ (1) [يُمْسِك] (1) [يُمْسِك]ُ (1) [يُمْسِك]ُهُنَّ (2)
مسي,1, تُمْسُونَ,3,vowel,بِالأَمْسِ (4) تُمْسُونَ (1)
مشج,0,,3,no vowel,أَمْشَاجٍ (1)
مشي,11, امْشُوا تَمْشُونَ تَمْشِ تَمْشِي فَامْشُوا مَشَوْا مَشْيِكَ وَيَمْشُونَ وَيَمْشِي يَمْشُونَ يَمْشِي,3,vowel,[امْشُوا] (1) تَمْشُونَ (1) تَمْشِ (2) [تَمْشِ]ي (2) فَ[امْشُوا] (1) [مَشَوْا] (1) مَشَّاءٍ (1) مَشْيِكَ (1) وَيَمْشُونَ (1) [وَ[يَمْشِي]] (1) يَمْشُونَ (5) [يَمْشِي] (6)
مصر,3, بِمِصْرَ مِصْرًا مِصْرَ,3,no vowel,بِمِصْرَ (1) [مِصْرًا] (1) مِصْرَ (3)
مضغ,3, الْمُضْغَةَ مُضْغَةً مُضْغَةٍ,3,no vowel,الْمُضْغَةَ (1) مُضْغَةً (1) مُضْغَةٍ (1)
مضي,4, مَضَت مُضِيًّا وَامْضُوا وَمَضَى,3,vowel,أَمْضِيَ (1) [مَضَت] (1) [مُضِيًّا] (1) [وَامْضُوا] (1) [وَمَضَى] (1) (26/5)
مطر,5, مَطَرًا مَطَرٍ مَطَرَ مَطَرُ مُمْطِرُنَا,3,no vowel,أُمْطِرَت (1) فَأَمْطِر (1) [مَطَرًا] (3) مَطَرٍ (1) مَطَرَ (1) مَطَرُ (2) [مُمْطِرُنَا] (1) وَأَمْطَرْنَا (5)
مطو,1, يَتَمَطَّى,3,vowel,[يَتَمَطَّى] (1)
مع,12, لَمَعَ لَمَعَكُم مَعَ مَعَكَ مَعَكُم مَعَكُمَا مَعَنَا مَعَهَا مَعَهُ مَعَهُم مَعَهُمُ مَعِيَ,2,no vowel,لَمَعَ (1) [لَمَعَ]كُم (1) مَعَ (58) [مَعَ]كَ (11) [مَعَ]كُم (26) [مَعَ]كُمَا (1) [مَعَ]نَا (6) [مَعَ]هَا (1) [مَعَ]هُ (34) [مَعَ]هُم (12) [مَعَ]هُمُ (2) مَعِيَ (11)
معز,1, الْمَعْزِ,3,no vowel,الْمَعْزِ (1)
معي,0,,3,vowel,أَمْعَاءَهُم (1)
مقت,4, لَمَقْتُ مَقْتًا مَقْتِكُم وَمَقْتًا,3,no vowel,لَمَقْتُ (1) [مَقْتًا] (3) [مَقْتِكُم] (1) وَ[مَقْتًا] (1)
مكث,6, امْكُثُوا فَمَكَثَ فَيَمْكُثُ مَاكِثُونَ مَاكِثِينَ مُكْثٍ,3,no vowel,[امْكُثُوا] (2) فَمَكَثَ (1) فَيَمْكُثُ (1) مَاكِثُونَ (1) مَاكِثِينَ (1) مُكْثٍ (1)
مكر,25, الْمَاكِرِينَ الْمَكْرُ بِمَكْرِهِنَّ تَمْكُرُونَ لَمَكْرٌ لِيَمْكُرُوا مَكَرَ مَكَرُوا مَكَرْتُمُوهُ مَكْرًا مَكْرٌ مَكْرَ مَكْرَهُم مَكْرُ مَكْرُهُم مَكْرِهِم وَمَكَرَ وَمَكَرُوا وَمَكَرْنَا وَمَكْرَ وَمَكْرُ وَيَمْكُرُ وَيَمْكُرُونَ يَمْكُرُ يَمْكُرُونَ,3,no vowel,الْمَاكِرِينَ (2) الْمَكْرُ (2) بِمَكْرِهِنَّ (1) تَمْكُرُونَ (1) لَمَكْرٌ (1) [لِ[يَمْكُرُ]وا] (1) مَكَرَ (2) [مَكَرُوا] (3) مَكَرْتُمُوهُ (1) [مَكْرًا] (4) مَكْرٌ (1) مَكْرَ (2) [مَكْرَ]هُم (1) مَكْرُ (1) [مَكْرُ]هُم (3) [مَكْرِهِم] (1) وَمَكَرَ (1) وَ[مَكَرُوا] (3) [وَمَكَرْنَا] (1) وَمَكْرَ (1) وَمَكْرُ (1) وَيَمْكُرُ (1) [وَيَمْكُرُ]ونَ (1) يَمْكُرُ (1) [يَمْكُرُ]ونَ (6)
مكك,1, مَكَّةَ,3,no vowel,مَكَّةَ (1)
مكن,16, مَكَانًا مَكَانٍ مَكَانَ مَكَانَتِكُم مَكَانَتِهِم مَكَانَكُم مَكَانَهُ مَكِينٌ مَكِينٍ مَكَّنَّا مَكَّنَّاكُم مَكَّنَّاهُم مَكَّنِّي نُمَكِّن وَلَيُمَكِّنَنَّ وَنُمَكِّنَ,3,no vowel,(26/6) فَأَمْكَنَ (1) [مَكَانًا] (9) مَكَانٍ (10) مَكَانَ (4) [مَكَانَ]تِكُم (4) [مَكَانَ]تِهِم (1) [مَكَانَ]كُم (1) [مَكَانَ]هُ (3) مَكِينٌ (1) مَكِينٍ (3) [مَكَّنَّا] (3) [مَكَّنَّاكُم] (2) [مَكَّنَّاهُم] (3) [مَكَّنِّي] (1) [نُمَكِّن] (2) وَلَيُمَكِّنَنَّ (1) وَ[نُمَكِّن]َ (1)
مكو,0,,3,vowel,مُكَاءً (1)
ملء,15, الْمَلأَ الْمَلأُ الْمَلإِ الْمَلَؤُا امْتَلأْتِ بِالْمَلإِ فَمَالِئُونَ لأَمْلأَنَّ مَلأٌ مُلِئَت مِلءُ وَلَمُلِئْتَ وَمَلأَهُ وَمَلإِيهِ وَمَلإِيهِم,3,vowel,الْمَلأَ (1) الْمَلأُ (12) الْمَلإِ (2) [الْمَلَؤُا] (4) امْتَلأْتِ (1) بِالْمَلإِ (1) فَمَالِئُونَ (2) لأَمْلأَنَّ (4) لِلْمَلإِ (1) مَلأٌ (1) [مُلِئَت] (1) مِلءُ (1) وَلَمُلِئْتَ (1) وَمَلأَهُ (1) وَمَلإِيهِ (6) [وَمَلإِيهِ]م (1)
