Root,No of derevatives found,derevatives found,Root Length,Has Vowel,Full Text
تبع,30, تَبِعَه تِبَاعاً واتبَعَه تَبَعٌ تَبَعٌ وتابَعْتُهُ وتَتَبَّعْتُ وتَتَابَعَتِ وتابَعْتُ تِبَاعاً والتابِعَةُ- تابِعاً وتبعاً وتبوْعُ والتبَاعَةُ والتبِعَةُ والتبِيْعُ فيُتابِعُكَ مُتْبع تَبيعُها مُتْبعٌ والتبعُ التبابِيْع تُبًعً والتبَابِعَةُ تُبع التَبَابِعَةِ اتْبِعَ فَلْيَتًبِعْ تَبْعى,3,no vowel, *تبع*	 [تَبِعَه] تِبَاعاً [واتبَعَه] وأتْبَعَه سَوَاء وقيل أتْبَعَه أدرَكَه وهؤلاءِ تَبَعٌ وأتْبَاع والقَوائمُ يُقالُ لها تَبَعٌ  [وتابَعْتُ]هُ على هَواهَ  وتَتَبَّعْتُ عَمَلَه وتَتَابَعَتِ الأشْيَاءُ تَوَالَتْ وتابَعْتُ أنابَيْنَها ورَمَيْتُه بِسَهْمَيْنِ تِبَاعاً أي ولاء والتابِعَةُ- يُقال- جِنَيَّةٌ تكونُ مع الانسان حيث ذَهَبَ ويُسَمّى الدَبَرَانُ تابِعاً وتبعاً تَطَيراً من لَفْظِه وتبوْعُ الشمْسِ رِيح يُقال لها النكَيْبَاء تهب بالغَداة مع طُلوع الشمس من نَحْو الصبَا فتدور في مَهَاب الرِّياح حتى تعودَ إلى مَهَب الصبا حين بَدَأتْ بالغَداة والتبَاعَةُ والتبِعَةُ سَوَاء والتبِيْعُ النصِيْر والذي له عليك مَال فيُتابِعُكَ أي يُطالبُكَ به والعِجْل المُدْرِكُ وفيه يُجْمَعُ على الأتْبِعَةِ والأتابِيْع وبَقَرَةٌ [مُتْبع] معها [تَبيعُها] وكذلك يُقال خادم [مُتْبع]ٌ  أي معها ولَدُها والتبعُ الظل وضَرْب من اليَعاسِيب أحْسَنُها وأعظمُها ويُجْمَع على [التبابِيْع] وما أدْري أي تُبًعً هو أيْ أي خَلْقٍ  والتبَابِعَةُ مُلوكُ حِمْيَر وكُلُّ واحِد منهم [تُبع] ولا يُسَمى بذلك حتى دانَتْ له حِمْيَرُ وحَضْرَموت ودارُ التَبَابِعَةِ بمكًةَ وُلدَ فيها النبيُ- صلَى الله عليه وآله وسلَم - وفي الحديث   إذا اتْبِعَ أحَدُكُم على مَلِيءِ فَلْيَتًبِعْ    أي إذا احِيْلَ فَلْيَحْتَلْ وبَقَرَةٌ [تَبْعى] مُسْتَحْرِمَةٌ  العين والتاء والميم
عتم,17, عَتَمَ وعَتَمَ عَتَّمَ وعَتَمَتِ والعَتَمَةُ العَتَمَة العَتَمَةُ عَتَمَةً وعَتْمَةً والعَتَمَةُ والعَتُوْمُ عَتَمَة العَتَمَةِ وعَتَّمُوا عاتِم مُعْتِمٌ عَيْتُوْمٌ,3,no vowel, *عتم*	 عَتَمَ وعَتَمَ جميعاً كَفً عن الشيءِ بَعْدَ المُضِي فيه وما عَتَّمَ أنْ فَعَلَ كذا أي ما أبْطَأ ولا أمْهَلَ [وعَتَمَ]تِ الحاجَةُ وأعْتَمَتْ أي أبْطَأتْ والعَتَمَةُ الثلُثُ الأوَلُ من اللَيْل بَعْد غَيْبُوبَةِ الشَفَق وله قيل صَلاةُ [العَتَمَة] وقيل [العَتَمَة]ُ ظُلْمَةُ اللَيْل وحَلَبْناها [عَتَمَ]ةً وعَتْمَةً والعَتَمَةُ بَقيَّةُ اللًبَنِ تُفِيْقُ تلك الساعةَ والعَتُوْمُ التي تُحْلَبُ [عَتَمَ]ة وأعْتَمُوا صَاروا في [العَتَمَة]ِ [وعَتَّمُوا] سارُوا أو أوْرَدُوا فيها  وجاء ضَيْفٌ [عاتِم] أي مُعْتِمٌ في تلك الساعة وجَمَلٌ عَيْتُوْمٌ  في معْنى عَيْثُومٍ وهو البَطِيء
متع,23, مَتَعَ مُتُوْعاً والمَتَاعُ اسْتَمْتَعْتَ تَمَتَّعْتَ وامْتَتَعْتُ اسْتَمْتَعْتَ ومَتًعَ ومُتْعَةُ متْعَةُ المُتْعَةُ يُتَمَتَعُ مِتْعَةٌ والمُتْعَةُ ومَتَعْتُ لَتَمْتَعَن والمَاتِع ماتِعٌ ماتِعٌ ماتِعٌ والمَاتِعُ مَتَعَ ماتِعٍ,3,no vowel, *متع*	 مَتَعَ النَهَارُ مُتُوْعاً ارْتَفَعَ وذلك قَبْلَ الزَّوال والمَتَاعُ كُل ما اسْتَمْتَعْتَ به وأمْتَعْتُ به أي تَمَتَّعْتَ  وامْتَتَعْتُ منه بكذَا اسْتَمْتَعْتَ وهذه أمْتِعَتُه وأمَاتِعُه ومَتًعَ الله فلاناً وأمْتَعَه بكذا ومُتْعَةُ المرأةِ أنْ يُعطِيهَا زَوْجُها شيئاً إذا طَلًقَها ومنه اشْتُقَّتْ متْعَةُ التزْويج وقد تُجْعَل المُتْعَةُ اسْماً لِما يُتَمَتَعُ به ومنهم مَنْ يَكسِر الميمَ في هذا خاصة فيقول مِتْعَةٌ  والمُتْعَةُ في الحَجَ أن تَضُم إلى حَجة عُمْرَةً وأمْتَعْتُ عنه اسْتَغْنَيْتَ ومَتَعْتُ به ذَهَبْتَ ومنه قيل لئن اشْتَرَيْتَ هذا الغُلامَ [لَتَمْتَعَن] منه بغُلام صالحً  [والمَاتِع] من الأشْيَاء البالِغُ في الجَوْدةِ الفاضِلُ ومِيْزانٌ ماتِعٌ  راجحٌ  ورَجُلٌ ماتِعٌ  ظَريفٌ جَلْدٌ  ونَبِيْذٌ ماتِعٌ  شَديدُ الحُمْرَة [والمَاتِع]ُ الطَّويلُ من النًخْل وغيرِه ومنه مَتَعَ الماءُ الشَّجَرَ إذا أنْشَأها وابنُ ماتِعٍ كَعْبٌ الحَبْرُ
عمت,8, العِمَيْتُ عَمَامِيْتَ عَمْتٌ والعَمِيْتَةُ عَمَتَه عَمْتاً العَمْتُ والعَمْتُ,3,no vowel, *عمت*	 العِمَيْتُ الظَريفُ الجَريءُ والأعْمى الجاهِلُ بالأمُور والضَّعيفُ وُيجْمَعً عَمَامِيْتَ والسكْرَانُ وحُكِيَ عن بعضِهم كَلامُ السكْرانِ كُلُه عَمْتٌ  أي تَخْلِيْطٌ  والعَمِيْتَةُ  الصُوفُ المجموعُ كما يفعلُه الذي يَغْزِلُه لِيُلْقِيَه في يدِه وقد [عَمَتَه] عَمْتاً وقيل بل العَمْتُ ما غُزِلَ فَجُعِلَ بعضُه على بعض والعَمْتُ أنْ تَضْرِبَ بالعَصا وغيرِه ولا تُبالي مَنْ أصَاب  العين والظاء العين والظاء والراء
عظر,6, العِظْيَرُ عِظْيَر وعَظَرَ عَظِرَة العَظَرِ عَظِرَةٌ,3,no vowel, *عظر*	 أهْمَلَه الخَليلُ  وحَكى الخارْزَنْجِي العِظْيَرُ الرَّجُلُ المَرْبوعُ المُتَظاهِرُ اللحْم الغَلِيظُ العَضَل ويُقال [عِظْيَر] - بتشديد الرّاء - أيضاً وعَظَرَ سِقَاءَه مَلأه وأعْظَرَه الشَّرَابُ كَظهُ وثَقًلَ جَوْفَه وناقةٌ [عَظِرَة] لم تَلْقَحْ قال ويكون بالناقةِ عِرْقُ العَظَرِ فَيُقْطَعُ فَتَلْقَح وناقَةٌ [عَظِرَة]ٌ  لاقِحٌ أيضاً وهذا من الأضداد
رعظ,10, الرعْظُ ورَعَظْتُه رعْظَه يُرَعِّظُني ترْعِظْه رَعِظَ والتَرَعُّظُ ورَعّظتُ ورَعَظتُ يُرْعَظ,3,no vowel, *رعظ*	 الرعْظُ مَدْخَلُ سِنْخ النصْل في السهْم والجَميعُ الأرْعَاظ [ورَعَظْتُه] وأرْعَظْتُه كَسَرْتُ [رعْظَه] وفي مَثَل للمُتَهَدد  هو يَكْسِرُ عَلَي أرْعَاظَ النبل  وفي آخرَ  ما قَدَرْتُ عليه حتّى تَعًطّفَتْ علَيً أرْعاظُ النَبْل  وما زال [يُرَعِّظُني] عنه أي يُفَتَرُني ولا [ترْعِظْه] عَنَي  أي لا تُعْجِلْه وقد رَعِظَ أي عَجِلَ والتَرَعُّظُ أنْ تُحاوِلَ تَسْوِيَةَ حِمْلٍ على بَعيرٍ فَتَرُوغ  ورَعّظتُ الإصْبَعَ حَرَّكْتُها أبِها بَأسٌ أمْ لا ورَعَظتُ الوَتدَ حَرَّكْتُه لأقْلَعَه وفي المَثَل   مَنْ أبْهَظَ [يُرْعَظ]  أي مَنْ ألْجَأَ عَدُوَّه عَطَفَ عليه بالشَر العين والظاء واللام
عظل,8, عَظَلَ وعَاظَلَ عَظْلى مُتَعاظِلاتٌ وتَعَظَّلُوا وعَاظَلَ العَظَالى والعِظَالُ,3,no vowel, *عظل*	 عَظَلَ الجَرَادُ والكَلْبُ وكُلُّ ما يُلازمُ في السفَاد وعَاظَلَ وجَرَادٌ [عَظْلى] مُتَعاظِلاتٌ ومُجْتَمِعَاتٌ أيضاً [وتَعَظَّلُوا] عليه اجْتَمَعُوا وعَاظَلَ بَيْنَ القَوْل  كَرر َوحَمَلَ بَعْضَه على بَعْض ومنه يَوْمُ [العَظَالى] لتَميم؛ لأنَ الناسَ رَكِبَ بعضُهم بعضاً والعِظَالُ في القَوافي التَضْمين
ظلع,13, الظَّلْعُ ظُلاَع ظَلْعَ ظالع ظالِعَةٌ وظَلَعَتِ وظَلَعَتِ ظُلُوْعاً ظالِعُ ظَلْعٌ الظّالِعُ والظالِعُ والظلَعُ,3,no vowel, *ظلع*	 الظَّلْعُ كالغَمْز وأصابَ البَعيرَ [ظُلاَع] أي ظَلْعَ ودابةٌ [ظالع] للذكَر والأنْثى وكذلك غامِزٌ؛ لهما وبعضُهم يقول ظالِعَةٌ للانْثى ويمتنعُ من ذلك في الغامِز وظَلَعَتِ الأرضُ بأهْلِها ضاقَتْ وظَلَعَتِ الكَلْبَة ظُلُوْعاً اسْتَجْعَلَتْ ومنه المَثَلُ  حتّى يَنامَ ظالِعُ الكِلاَب   وقيل بل هو الذي به عِفة أو ظَلْعٌ فهو يَنْبَحُ الكِلابَ لَيْلَته لِيَطْرُدَها عنه وقيل بل الظّالِعُ لا يُطيق السفادَ حتى تَفْتُرَ الكِلابُ ثم يَرُومُ السِّفَادَ والظالِعُ مِثْلُ الضالِع وهو المُتَّهَمُ والظلَعُ  جَبَلٌ 
لعظ,1, مُلعظةٌ,3,no vowel, *لعظ*	 جارِيَةٌ مُلعظةٌ  طَويلةٌ سَمِيْنَة العين والظاء والنون
ظعن,14, ظَعَنَ ظَعْناً وظَعَناً والظَّعِيْنَةُ تَظْعَنُ ظَعَنَ الظعِينَةُ والظَعُوْنَةُ والظَعَانُ الظَعِيْنَةِ ومَظْعُوْنٌ ظَعَنَتْ ظاعِنَةٌ ظَاعِنَةُ,3,no vowel, *ظعن*	 ظَعَنَ ظَعْناً وظَعَناً شَخَصَ والظَّعِيْنَةُ المرأة لأنها تَظْعَنُ إذا ظَعَنَ زَوْجُها وقيل بل الظعِينَةُ الجَمَلُ الذي تَرْكَبُه سُميَتْ به كما قيل للمَزَادة رَاوِيَةٌ  وكذلك الظَّغوْنُ والظَعُوْنَةُ الجَمَلُ الذي تَرْكَبُه المرأةُ خاصَةً والظَعَانُ النسْعُ وذو الظَعِيْنَةِ  مَوْضِعٌ  ومَظْعُوْنٌ  اسْمُ رَجُلً وفي مَثَل   على كُرْهٍ [ظَعَنَ]تْ ظاعِنَةٌ   ويُقال على عَمْدٍوهو ظَاعِنَةُ بنُ مُرً غَلَبَهُم قَوْمًهم فرَحَلوا عنهم
نعظ,5, نَعَظَ نَعْظاً ونُعُوْظاً والناعُوْظُ النَعْظَ,3,no vowel, *نعظ*	 نَعَظَ الذكَرُ نَعْظاً ونُعُوْظاً وأنعَظَتِ المرأةُ شَبقَتْ والناعُوْظُ الذي يُهًيجُ النَعْظَ
عنظ,6, العُنْظوانُ عَنْظَى عُنْظُوَانَةٌ وعَنْظَى عِنْظِيَان وعَنَظْتُ,3,no vowel, *عنظ*	 العُنْظوانُ نَبْتٌ يُقال عَظِيَ البَعيرُ إذا اسْتَكْثَر َرَعْيَه له؛ عَظَىً والفاحش من القَوْم؛ يُقال [عَنْظَى] إذا تكلَّمَ بالقَبيح والذَكَرُ من الجَرَادوالأنثى عُنْظُوَانَةٌ  واسْمُ رَجُل من كَلْب [وعَنْظَى] به سَخِر َمنه وسَمَعَ به ونَوهً أيضاً وامرأةٌ [عِنْظِيَان]  صَخابَةٌ سَيئةُ الخلُق وهو مِنْ عَظَاه كذَا أي ساءه وحَزَنَه وعَنَظْتُ الرجُلَ قَهَرْتَه وهو بالغَيْنِ أكثر العين والظاء والفاء
فظع,9, فَظُعَ فَظَاعَةً وفَظِعْتُ واسْتَفْظَعْتُه وتَفَظَّعْتُه فظيعاً وفُظِعْتُ والفَظِيْعُ وفَظِعْتُ,3,no vowel, *فظع*	 فَظُعَ الأمْرُ فَظَاعَةً وأفْظَعَ أيضاً وفَظِعْتُ به [واسْتَفْظَعْتُه] وأفْظَعْتُه [وتَفَظَّعْتُه] وجَدْته فظيعاً وأفْظَعَني هذا الأمْرُ وفُظِعْتُ به والفَظِيْعُ الماءُ العَذْب وفَظِعْتُ بكذا ضِقْتَ ذَرْعاً به  العين والظاء والباء
عظب,16, عَظَبَ عَظْباً وعَظبَ عُظُوْباً وعظبْتُه عَظَبَتْ عُظُوباً وعَظَبَ وعَظَبَ عُظُوْباً وعَظَبَ وعَظَبَ العُظُوْبِ يُعَظًبُني عِظْيَب وعِظْيَب,3,no vowel, *عظب*	 عَظَبَ الطائرُ أسْرَعَ تَحريكَ الزمِكّى عَظْباً  وعَظبَ على الأمْرِ عُظُوْباً مَرَنَ واسْتَمَر ولا يكون إلا في مَكْروهٍ شَدِيدٍ  [وعظبْتُه] أنا ومنه [عَظَبَ]تْ يَده على الأمْر عُظُوباً أي غَلُظَتْ وعَظَبَ البَعيرُ على العَمَل وعَظَبَ جِلده عليه عُظُوْباً يَبِسَ وعَظَبَ على مالِه عُطوباً قام عليه  وعَظَبَ عن كذا صَبَرَ وإنَّه لَحَسَنُ العُظُوْبِ على المُصَابة وما زَالَ [يُعَظًبُني] عن بُغْيَتي أي يُسَوفُني  وهو [عِظْيَب] الخَلْقِ أي عَظِيْمُه [وعِظْيَب] الخُلُقِ أي سَيئُه والعُنْظَبُ الجَرَادُ الضًخْمُ والنونُ زائدة العين والظاء والميم
عظم,27, العَظْمُ وعَظُمَ عِظَماً وعَظَامَةً واسْتَعْظَمْتُه عَظُمَ واسْتَعْظَمْتُه مُعْظَمَه وعَظْمُ ومُعْظَمُه يَتَعاظَمُني يَعْظُمُ يُعْظِمُني ويَعْظُمُني والعَظَمًةُ والعُظَمِيةُ التًعظم والعَظَمَةُ تُعظمُ العِظَامَةُ عَظَمَتْ عَظَمَتَها والمَعْظُوْمَةُ والعَظِمَةُ العَظيمَ والعَظْمِيُّ وعُظَيْمُ,3,no vowel, *عظم*	 العَظْمُ خَشَبُ الرَّحْل بلا أنْسَاع ولا أدَاةٍ  وأصْلُ الشَّيءِ أيضاً وعَظُمَ الشَيءُ عِظَماً وعَظَامَةً وأعْظَمْته [[واسْتَعْظَمْتُه]] عَظُمَ في عَيْني [[واسْتَعْظَمْتُه]] أخَذْتَ [مُعْظَمَه] وعَظْمُ الشَيء [ومُعْظَمُه]  سَوَاء ولا [يَتَعاظَمُني] كذا أي لا يَعْظُمُ في عَيْني وما [يُعْظِمُني] فِعْلُه - [ويَعْظُمُني] أيضاً- أي ما يَهُوْلُني والعَظَمًةُ والعُظَمِيةُ  من [التًعظم] والنَخْوة والعَظَمَةُ  ثَوب تُعظمُ به المرأةُ عَجِيْزَتَها ومِثْلُها العِظَامَةُ  وهو مُسْتَغْلَظُ الذَراع أيضاً وقيل لأعْرابي كيفَ كانَ مَطْرَتُكُم أأسَلَتْ أمْ عَظَمَتْ فقال ما بَلَغت الضَرائرَ والمعنى أبَلَغَتْ أسَلَةَ الذَراع- وهي مُسْتَدَقُها - أمْ [عَظَمَتَها] والضًرائر جَمْعُ ضَرًة الابْهام والمَعْظُوْمَةُ والعَظِمَةُ المرأةُ تُريدُ العَظيمَ من الأيُوْر والعَظْمِيُّ جِنْسٌ من الحَمَام؛ وهو إلى البَياض وعُظَيْمُ وَضاحٍ لُعْبَةٌ للصِّبْيان
